"int_n","objective","budget","fund"
13,"delta.deaths.npv",32263157.8947368,1
14,"delta.deaths.npv",32263157.8947368,1
15,"delta.deaths.npv",32263157.8947368,1
16,"delta.deaths.npv",32263157.8947368,1
17,"delta.deaths.npv",32263157.8947368,0
18,"delta.deaths.npv",32263157.8947368,1
19,"delta.deaths.npv",32263157.8947368,1
20,"delta.deaths.npv",32263157.8947368,0
1,"E",32263157.8947368,0
2,"E",32263157.8947368,0
3,"E",32263157.8947368,1
4,"E",32263157.8947368,0
5,"E",32263157.8947368,1
6,"E",32263157.8947368,1
7,"E",32263157.8947368,1
8,"E",32263157.8947368,1
9,"E",32263157.8947368,0
10,"E",32263157.8947368,0
11,"E",32263157.8947368,0
12,"E",32263157.8947368,1
13,"E",32263157.8947368,1
14,"E",32263157.8947368,0
15,"E",32263157.8947368,0
16,"E",32263157.8947368,0
17,"E",32263157.8947368,0
18,"E",32263157.8947368,1
19,"E",32263157.8947368,1
20,"E",32263157.8947368,0
1,"E.LB",32263157.8947368,0
2,"E.LB",32263157.8947368,0
3,"E.LB",32263157.8947368,1
4,"E.LB",32263157.8947368,0
5,"E.LB",32263157.8947368,0
6,"E.LB",32263157.8947368,0
7,"E.LB",32263157.8947368,0
8,"E.LB",32263157.8947368,0
9,"E.LB",32263157.8947368,0
10,"E.LB",32263157.8947368,0
11,"E.LB",32263157.8947368,0
12,"E.LB",32263157.8947368,0
13,"E.LB",32263157.8947368,1
14,"E.LB",32263157.8947368,0
15,"E.LB",32263157.8947368,0
16,"E.LB",32263157.8947368,0
17,"E.LB",32263157.8947368,0
18,"E.LB",32263157.8947368,0
19,"E.LB",32263157.8947368,0
20,"E.LB",32263157.8947368,0
1,"E.UB",32263157.8947368,0
2,"E.UB",32263157.8947368,1
3,"E.UB",32263157.8947368,0
4,"E.UB",32263157.8947368,1
5,"E.UB",32263157.8947368,1
6,"E.UB",32263157.8947368,1
7,"E.UB",32263157.8947368,1
8,"E.UB",32263157.8947368,1
9,"E.UB",32263157.8947368,1
10,"E.UB",32263157.8947368,1
11,"E.UB",32263157.8947368,1
12,"E.UB",32263157.8947368,1
13,"E.UB",32263157.8947368,1
14,"E.UB",32263157.8947368,1
15,"E.UB",32263157.8947368,1
16,"E.UB",32263157.8947368,1
17,"E.UB",32263157.8947368,0
18,"E.UB",32263157.8947368,1
19,"E.UB",32263157.8947368,1
20,"E.UB",32263157.8947368,0
1,"delta.deaths",37473684.2105263,1
2,"delta.deaths",37473684.2105263,1
3,"delta.deaths",37473684.2105263,0
4,"delta.deaths",37473684.2105263,1
5,"delta.deaths",37473684.2105263,1
6,"delta.deaths",37473684.2105263,1
7,"delta.deaths",37473684.2105263,1
8,"delta.deaths",37473684.2105263,1
9,"delta.deaths",37473684.2105263,1
10,"delta.deaths",37473684.2105263,1
11,"delta.deaths",37473684.2105263,1
12,"delta.deaths",37473684.2105263,1
13,"delta.deaths",37473684.2105263,1
14,"delta.deaths",37473684.2105263,1
15,"delta.deaths",37473684.2105263,1
16,"delta.deaths",37473684.2105263,1
17,"delta.deaths",37473684.2105263,0
18,"delta.deaths",37473684.2105263,1
19,"delta.deaths",37473684.2105263,1
20,"delta.deaths",37473684.2105263,0
1,"che.10",37473684.2105263,0
2,"che.10",37473684.2105263,0
3,"che.10",37473684.2105263,0
4,"che.10",37473684.2105263,0
5,"che.10",37473684.2105263,1
6,"che.10",37473684.2105263,0
7,"che.10",37473684.2105263,0
8,"che.10",37473684.2105263,0
9,"che.10",37473684.2105263,0
10,"che.10",37473684.2105263,0
11,"che.10",37473684.2105263,1
12,"che.10",37473684.2105263,0
13,"che.10",37473684.2105263,0
14,"che.10",37473684.2105263,0
15,"che.10",37473684.2105263,0
16,"che.10",37473684.2105263,0
17,"che.10",37473684.2105263,1
18,"che.10",37473684.2105263,1
19,"che.10",37473684.2105263,0
20,"che.10",37473684.2105263,1
1,"che.25",37473684.2105263,0
2,"che.25",37473684.2105263,0
3,"che.25",37473684.2105263,0
4,"che.25",37473684.2105263,0
5,"che.25",37473684.2105263,1
6,"che.25",37473684.2105263,0
7,"che.25",37473684.2105263,0
8,"che.25",37473684.2105263,0
9,"che.25",37473684.2105263,0
10,"che.25",37473684.2105263,0
11,"che.25",37473684.2105263,1
12,"che.25",37473684.2105263,0
13,"che.25",37473684.2105263,0
14,"che.25",37473684.2105263,0
15,"che.25",37473684.2105263,0
16,"che.25",37473684.2105263,0
17,"che.25",37473684.2105263,1
18,"che.25",37473684.2105263,1
19,"che.25",37473684.2105263,0
20,"che.25",37473684.2105263,1
1,"delta.deaths.LB",37473684.2105263,0
2,"delta.deaths.LB",37473684.2105263,0
3,"delta.deaths.LB",37473684.2105263,1
4,"delta.deaths.LB",37473684.2105263,0
5,"delta.deaths.LB",37473684.2105263,1
6,"delta.deaths.LB",37473684.2105263,1
7,"delta.deaths.LB",37473684.2105263,0
8,"delta.deaths.LB",37473684.2105263,1
9,"delta.deaths.LB",37473684.2105263,1
10,"delta.deaths.LB",37473684.2105263,1
11,"delta.deaths.LB",37473684.2105263,1
12,"delta.deaths.LB",37473684.2105263,1
13,"delta.deaths.LB",37473684.2105263,1
14,"delta.deaths.LB",37473684.2105263,1
15,"delta.deaths.LB",37473684.2105263,1
16,"delta.deaths.LB",37473684.2105263,1
17,"delta.deaths.LB",37473684.2105263,0
18,"delta.deaths.LB",37473684.2105263,1
19,"delta.deaths.LB",37473684.2105263,1
20,"delta.deaths.LB",37473684.2105263,0
1,"che.10.LB",37473684.2105263,0
2,"che.10.LB",37473684.2105263,0
3,"che.10.LB",37473684.2105263,0
4,"che.10.LB",37473684.2105263,0
5,"che.10.LB",37473684.2105263,1
6,"che.10.LB",37473684.2105263,0
7,"che.10.LB",37473684.2105263,0
8,"che.10.LB",37473684.2105263,0
9,"che.10.LB",37473684.2105263,0
10,"che.10.LB",37473684.2105263,0
11,"che.10.LB",37473684.2105263,1
12,"che.10.LB",37473684.2105263,0
13,"che.10.LB",37473684.2105263,0
14,"che.10.LB",37473684.2105263,0
15,"che.10.LB",37473684.2105263,0
16,"che.10.LB",37473684.2105263,0
17,"che.10.LB",37473684.2105263,1
18,"che.10.LB",37473684.2105263,1
19,"che.10.LB",37473684.2105263,0
20,"che.10.LB",37473684.2105263,1
1,"delta.deaths.UB",37473684.2105263,1
2,"delta.deaths.UB",37473684.2105263,1
3,"delta.deaths.UB",37473684.2105263,0
4,"delta.deaths.UB",37473684.2105263,1
5,"delta.deaths.UB",37473684.2105263,1
6,"delta.deaths.UB",37473684.2105263,1
7,"delta.deaths.UB",37473684.2105263,1
8,"delta.deaths.UB",37473684.2105263,1
9,"delta.deaths.UB",37473684.2105263,1
10,"delta.deaths.UB",37473684.2105263,1
11,"delta.deaths.UB",37473684.2105263,1
12,"delta.deaths.UB",37473684.2105263,1
13,"delta.deaths.UB",37473684.2105263,1
14,"delta.deaths.UB",37473684.2105263,1
15,"delta.deaths.UB",37473684.2105263,1
16,"delta.deaths.UB",37473684.2105263,1
17,"delta.deaths.UB",37473684.2105263,0
18,"delta.deaths.UB",37473684.2105263,1
19,"delta.deaths.UB",37473684.2105263,1
20,"delta.deaths.UB",37473684.2105263,0
1,"che.10.UB",37473684.2105263,0
2,"che.10.UB",37473684.2105263,0
3,"che.10.UB",37473684.2105263,0
4,"che.10.UB",37473684.2105263,0
5,"che.10.UB",37473684.2105263,1
6,"che.10.UB",37473684.2105263,0
7,"che.10.UB",37473684.2105263,0
8,"che.10.UB",37473684.2105263,0
9,"che.10.UB",37473684.2105263,0
10,"che.10.UB",37473684.2105263,0
11,"che.10.UB",37473684.2105263,1
12,"che.10.UB",37473684.2105263,0
13,"che.10.UB",37473684.2105263,0
14,"che.10.UB",37473684.2105263,0
15,"che.10.UB",37473684.2105263,0
16,"che.10.UB",37473684.2105263,0
17,"che.10.UB",37473684.2105263,1
18,"che.10.UB",37473684.2105263,1
19,"che.10.UB",37473684.2105263,0
20,"che.10.UB",37473684.2105263,1
1,"delta.deaths.npv",37473684.2105263,1
2,"delta.deaths.npv",37473684.2105263,1
3,"delta.deaths.npv",37473684.2105263,0
4,"delta.deaths.npv",37473684.2105263,1
5,"delta.deaths.npv",37473684.2105263,1
6,"delta.deaths.npv",37473684.2105263,1
7,"delta.deaths.npv",37473684.2105263,1
8,"delta.deaths.npv",37473684.2105263,1
9,"delta.deaths.npv",37473684.2105263,1
10,"delta.deaths.npv",37473684.2105263,1
11,"delta.deaths.npv",37473684.2105263,1
12,"delta.deaths.npv",37473684.2105263,1
13,"delta.deaths.npv",37473684.2105263,1
14,"delta.deaths.npv",37473684.2105263,1
15,"delta.deaths.npv",37473684.2105263,1
16,"delta.deaths.npv",37473684.2105263,1
17,"delta.deaths.npv",37473684.2105263,0
18,"delta.deaths.npv",37473684.2105263,1
19,"delta.deaths.npv",37473684.2105263,1
20,"delta.deaths.npv",37473684.2105263,0
1,"E",37473684.2105263,0
2,"E",37473684.2105263,0
3,"E",37473684.2105263,1
4,"E",37473684.2105263,1
5,"E",37473684.2105263,1
6,"E",37473684.2105263,1
7,"E",37473684.2105263,1
8,"E",37473684.2105263,1
9,"E",37473684.2105263,0
10,"E",37473684.2105263,0
11,"E",37473684.2105263,0
12,"E",37473684.2105263,1
13,"E",37473684.2105263,1
14,"E",37473684.2105263,1
15,"E",37473684.2105263,0
16,"E",37473684.2105263,0
17,"E",37473684.2105263,0
18,"E",37473684.2105263,1
19,"E",37473684.2105263,1
20,"E",37473684.2105263,0
1,"E.LB",37473684.2105263,0
2,"E.LB",37473684.2105263,0
3,"E.LB",37473684.2105263,1
4,"E.LB",37473684.2105263,0
5,"E.LB",37473684.2105263,0
6,"E.LB",37473684.2105263,0
7,"E.LB",37473684.2105263,0
8,"E.LB",37473684.2105263,0
9,"E.LB",37473684.2105263,0
10,"E.LB",37473684.2105263,0
11,"E.LB",37473684.2105263,0
12,"E.LB",37473684.2105263,0
13,"E.LB",37473684.2105263,1
14,"E.LB",37473684.2105263,0
15,"E.LB",37473684.2105263,0
16,"E.LB",37473684.2105263,0
17,"E.LB",37473684.2105263,0
18,"E.LB",37473684.2105263,0
19,"E.LB",37473684.2105263,0
20,"E.LB",37473684.2105263,0
1,"E.UB",37473684.2105263,0
2,"E.UB",37473684.2105263,0
3,"E.UB",37473684.2105263,1
4,"E.UB",37473684.2105263,0
5,"E.UB",37473684.2105263,1
6,"E.UB",37473684.2105263,1
7,"E.UB",37473684.2105263,1
8,"E.UB",37473684.2105263,1
9,"E.UB",37473684.2105263,1
10,"E.UB",37473684.2105263,1
11,"E.UB",37473684.2105263,1
12,"E.UB",37473684.2105263,1
13,"E.UB",37473684.2105263,1
14,"E.UB",37473684.2105263,0
15,"E.UB",37473684.2105263,1
16,"E.UB",37473684.2105263,1
17,"E.UB",37473684.2105263,0
18,"E.UB",37473684.2105263,1
19,"E.UB",37473684.2105263,1
20,"E.UB",37473684.2105263,0
1,"delta.deaths",42684210.5263158,0
2,"delta.deaths",42684210.5263158,1
3,"delta.deaths",42684210.5263158,1
4,"delta.deaths",42684210.5263158,0
5,"delta.deaths",42684210.5263158,1
6,"delta.deaths",42684210.5263158,1
7,"delta.deaths",42684210.5263158,1
8,"delta.deaths",42684210.5263158,1
9,"delta.deaths",42684210.5263158,1
10,"delta.deaths",42684210.5263158,1
11,"delta.deaths",42684210.5263158,1
12,"delta.deaths",42684210.5263158,1
13,"delta.deaths",42684210.5263158,1
14,"delta.deaths",42684210.5263158,1
15,"delta.deaths",42684210.5263158,0
16,"delta.deaths",42684210.5263158,1
17,"delta.deaths",42684210.5263158,0
18,"delta.deaths",42684210.5263158,1
19,"delta.deaths",42684210.5263158,1
20,"delta.deaths",42684210.5263158,0
1,"che.10",42684210.5263158,0
2,"che.10",42684210.5263158,0
3,"che.10",42684210.5263158,0
4,"che.10",42684210.5263158,0
5,"che.10",42684210.5263158,1
6,"che.10",42684210.5263158,1
7,"che.10",42684210.5263158,0
8,"che.10",42684210.5263158,0
9,"che.10",42684210.5263158,0
10,"che.10",42684210.5263158,0
11,"che.10",42684210.5263158,0
12,"che.10",42684210.5263158,1
13,"che.10",42684210.5263158,0
14,"che.10",42684210.5263158,0
15,"che.10",42684210.5263158,0
16,"che.10",42684210.5263158,1
17,"che.10",42684210.5263158,1
18,"che.10",42684210.5263158,1
19,"che.10",42684210.5263158,1
20,"che.10",42684210.5263158,1
1,"che.25",42684210.5263158,0
2,"che.25",42684210.5263158,0
3,"che.25",42684210.5263158,0
4,"che.25",42684210.5263158,0
5,"che.25",42684210.5263158,1
6,"che.25",42684210.5263158,1
7,"che.25",42684210.5263158,0
8,"che.25",42684210.5263158,0
9,"che.25",42684210.5263158,0
10,"che.25",42684210.5263158,0
11,"che.25",42684210.5263158,0
12,"che.25",42684210.5263158,1
13,"che.25",42684210.5263158,0
14,"che.25",42684210.5263158,0
15,"che.25",42684210.5263158,0
16,"che.25",42684210.5263158,1
17,"che.25",42684210.5263158,1
18,"che.25",42684210.5263158,1
19,"che.25",42684210.5263158,1
20,"che.25",42684210.5263158,1
1,"delta.deaths.LB",42684210.5263158,0
2,"delta.deaths.LB",42684210.5263158,0
3,"delta.deaths.LB",42684210.5263158,1
4,"delta.deaths.LB",42684210.5263158,1
5,"delta.deaths.LB",42684210.5263158,1
6,"delta.deaths.LB",42684210.5263158,1
7,"delta.deaths.LB",42684210.5263158,1
8,"delta.deaths.LB",42684210.5263158,1
9,"delta.deaths.LB",42684210.5263158,1
10,"delta.deaths.LB",42684210.5263158,1
11,"delta.deaths.LB",42684210.5263158,1
12,"delta.deaths.LB",42684210.5263158,1
13,"delta.deaths.LB",42684210.5263158,1
14,"delta.deaths.LB",42684210.5263158,1
15,"delta.deaths.LB",42684210.5263158,1
16,"delta.deaths.LB",42684210.5263158,1
17,"delta.deaths.LB",42684210.5263158,0
18,"delta.deaths.LB",42684210.5263158,1
19,"delta.deaths.LB",42684210.5263158,0
20,"delta.deaths.LB",42684210.5263158,0
1,"che.10.LB",42684210.5263158,0
2,"che.10.LB",42684210.5263158,0
3,"che.10.LB",42684210.5263158,0
4,"che.10.LB",42684210.5263158,0
5,"che.10.LB",42684210.5263158,1
6,"che.10.LB",42684210.5263158,1
7,"che.10.LB",42684210.5263158,0
8,"che.10.LB",42684210.5263158,0
9,"che.10.LB",42684210.5263158,0
10,"che.10.LB",42684210.5263158,0
11,"che.10.LB",42684210.5263158,0
12,"che.10.LB",42684210.5263158,1
13,"che.10.LB",42684210.5263158,0
14,"che.10.LB",42684210.5263158,0
15,"che.10.LB",42684210.5263158,0
16,"che.10.LB",42684210.5263158,1
17,"che.10.LB",42684210.5263158,1
18,"che.10.LB",42684210.5263158,1
19,"che.10.LB",42684210.5263158,1
20,"che.10.LB",42684210.5263158,1
1,"delta.deaths.UB",42684210.5263158,0
2,"delta.deaths.UB",42684210.5263158,0
3,"delta.deaths.UB",42684210.5263158,1
4,"delta.deaths.UB",42684210.5263158,1
5,"delta.deaths.UB",42684210.5263158,1
6,"delta.deaths.UB",42684210.5263158,1
7,"delta.deaths.UB",42684210.5263158,1
8,"delta.deaths.UB",42684210.5263158,1
9,"delta.deaths.UB",42684210.5263158,1
10,"delta.deaths.UB",42684210.5263158,1
11,"delta.deaths.UB",42684210.5263158,0
12,"delta.deaths.UB",42684210.5263158,1
13,"delta.deaths.UB",42684210.5263158,1
14,"delta.deaths.UB",42684210.5263158,1
15,"delta.deaths.UB",42684210.5263158,1
16,"delta.deaths.UB",42684210.5263158,1
17,"delta.deaths.UB",42684210.5263158,0
18,"delta.deaths.UB",42684210.5263158,1
19,"delta.deaths.UB",42684210.5263158,1
20,"delta.deaths.UB",42684210.5263158,0
1,"che.10.UB",42684210.5263158,0
2,"che.10.UB",42684210.5263158,0
3,"che.10.UB",42684210.5263158,0
4,"che.10.UB",42684210.5263158,0
5,"che.10.UB",42684210.5263158,1
6,"che.10.UB",42684210.5263158,1
7,"che.10.UB",42684210.5263158,0
8,"che.10.UB",42684210.5263158,0
9,"che.10.UB",42684210.5263158,0
10,"che.10.UB",42684210.5263158,0
11,"che.10.UB",42684210.5263158,1
12,"che.10.UB",42684210.5263158,1
13,"che.10.UB",42684210.5263158,0
14,"che.10.UB",42684210.5263158,0
15,"che.10.UB",42684210.5263158,0
16,"che.10.UB",42684210.5263158,0
17,"che.10.UB",42684210.5263158,1
18,"che.10.UB",42684210.5263158,1
19,"che.10.UB",42684210.5263158,1
20,"che.10.UB",42684210.5263158,1
1,"delta.deaths.npv",42684210.5263158,0
2,"delta.deaths.npv",42684210.5263158,1
3,"delta.deaths.npv",42684210.5263158,1
4,"delta.deaths.npv",42684210.5263158,0
5,"delta.deaths.npv",42684210.5263158,1
6,"delta.deaths.npv",42684210.5263158,1
7,"delta.deaths.npv",42684210.5263158,1
8,"delta.deaths.npv",42684210.5263158,1
9,"delta.deaths.npv",42684210.5263158,1
10,"delta.deaths.npv",42684210.5263158,1
11,"delta.deaths.npv",42684210.5263158,1
12,"delta.deaths.npv",42684210.5263158,1
13,"delta.deaths.npv",42684210.5263158,1
14,"delta.deaths.npv",42684210.5263158,1
15,"delta.deaths.npv",42684210.5263158,0
16,"delta.deaths.npv",42684210.5263158,1
17,"delta.deaths.npv",42684210.5263158,0
18,"delta.deaths.npv",42684210.5263158,1
19,"delta.deaths.npv",42684210.5263158,1
20,"delta.deaths.npv",42684210.5263158,0
1,"E",42684210.5263158,1
2,"E",42684210.5263158,0
3,"E",42684210.5263158,1
4,"E",42684210.5263158,1
5,"E",42684210.5263158,1
6,"E",42684210.5263158,1
7,"E",42684210.5263158,1
8,"E",42684210.5263158,1
9,"E",42684210.5263158,0
10,"E",42684210.5263158,0
11,"E",42684210.5263158,0
12,"E",42684210.5263158,1
13,"E",42684210.5263158,1
14,"E",42684210.5263158,1
15,"E",42684210.5263158,0
16,"E",42684210.5263158,0
17,"E",42684210.5263158,0
18,"E",42684210.5263158,1
19,"E",42684210.5263158,1
20,"E",42684210.5263158,0
1,"E.LB",42684210.5263158,0
2,"E.LB",42684210.5263158,0
3,"E.LB",42684210.5263158,1
4,"E.LB",42684210.5263158,0
5,"E.LB",42684210.5263158,0
6,"E.LB",42684210.5263158,0
7,"E.LB",42684210.5263158,0
8,"E.LB",42684210.5263158,0
9,"E.LB",42684210.5263158,0
10,"E.LB",42684210.5263158,0
11,"E.LB",42684210.5263158,0
12,"E.LB",42684210.5263158,0
13,"E.LB",42684210.5263158,1
14,"E.LB",42684210.5263158,0
15,"E.LB",42684210.5263158,0
16,"E.LB",42684210.5263158,0
17,"E.LB",42684210.5263158,0
18,"E.LB",42684210.5263158,0
19,"E.LB",42684210.5263158,0
20,"E.LB",42684210.5263158,0
1,"E.UB",42684210.5263158,0
2,"E.UB",42684210.5263158,1
3,"E.UB",42684210.5263158,1
4,"E.UB",42684210.5263158,1
5,"E.UB",42684210.5263158,1
6,"E.UB",42684210.5263158,1
7,"E.UB",42684210.5263158,1
8,"E.UB",42684210.5263158,1
9,"E.UB",42684210.5263158,1
10,"E.UB",42684210.5263158,1
11,"E.UB",42684210.5263158,1
12,"E.UB",42684210.5263158,1
13,"E.UB",42684210.5263158,1
14,"E.UB",42684210.5263158,0
15,"E.UB",42684210.5263158,1
16,"E.UB",42684210.5263158,1
17,"E.UB",42684210.5263158,0
18,"E.UB",42684210.5263158,0
19,"E.UB",42684210.5263158,1
20,"E.UB",42684210.5263158,0
1,"delta.deaths",47894736.8421053,0
2,"delta.deaths",47894736.8421053,1
3,"delta.deaths",47894736.8421053,1
4,"delta.deaths",47894736.8421053,1
5,"delta.deaths",47894736.8421053,1
6,"delta.deaths",47894736.8421053,1
7,"delta.deaths",47894736.8421053,1
8,"delta.deaths",47894736.8421053,1
9,"delta.deaths",47894736.8421053,1
10,"delta.deaths",47894736.8421053,1
11,"delta.deaths",47894736.8421053,1
12,"delta.deaths",47894736.8421053,1
13,"delta.deaths",47894736.8421053,1
14,"delta.deaths",47894736.8421053,1
15,"delta.deaths",47894736.8421053,1
16,"delta.deaths",47894736.8421053,1
17,"delta.deaths",47894736.8421053,0
18,"delta.deaths",47894736.8421053,1
19,"delta.deaths",47894736.8421053,1
20,"delta.deaths",47894736.8421053,0
1,"che.10",47894736.8421053,0
2,"che.10",47894736.8421053,0
3,"che.10",47894736.8421053,0
4,"che.10",47894736.8421053,1
5,"che.10",47894736.8421053,1
6,"che.10",47894736.8421053,1
7,"che.10",47894736.8421053,0
8,"che.10",47894736.8421053,0
9,"che.10",47894736.8421053,0
10,"che.10",47894736.8421053,1
11,"che.10",47894736.8421053,1
12,"che.10",47894736.8421053,1
13,"che.10",47894736.8421053,0
14,"che.10",47894736.8421053,0
15,"che.10",47894736.8421053,0
16,"che.10",47894736.8421053,1
17,"che.10",47894736.8421053,1
18,"che.10",47894736.8421053,1
19,"che.10",47894736.8421053,1
20,"che.10",47894736.8421053,1
1,"che.25",47894736.8421053,0
2,"che.25",47894736.8421053,0
3,"che.25",47894736.8421053,0
4,"che.25",47894736.8421053,1
5,"che.25",47894736.8421053,1
6,"che.25",47894736.8421053,1
7,"che.25",47894736.8421053,0
8,"che.25",47894736.8421053,0
9,"che.25",47894736.8421053,0
10,"che.25",47894736.8421053,1
11,"che.25",47894736.8421053,1
12,"che.25",47894736.8421053,1
13,"che.25",47894736.8421053,0
14,"che.25",47894736.8421053,0
15,"che.25",47894736.8421053,0
16,"che.25",47894736.8421053,1
17,"che.25",47894736.8421053,1
18,"che.25",47894736.8421053,1
19,"che.25",47894736.8421053,1
20,"che.25",47894736.8421053,1
1,"delta.deaths.LB",47894736.8421053,0
2,"delta.deaths.LB",47894736.8421053,1
3,"delta.deaths.LB",47894736.8421053,1
4,"delta.deaths.LB",47894736.8421053,1
5,"delta.deaths.LB",47894736.8421053,1
6,"delta.deaths.LB",47894736.8421053,1
7,"delta.deaths.LB",47894736.8421053,1
8,"delta.deaths.LB",47894736.8421053,1
9,"delta.deaths.LB",47894736.8421053,1
10,"delta.deaths.LB",47894736.8421053,1
11,"delta.deaths.LB",47894736.8421053,1
12,"delta.deaths.LB",47894736.8421053,1
13,"delta.deaths.LB",47894736.8421053,1
14,"delta.deaths.LB",47894736.8421053,1
15,"delta.deaths.LB",47894736.8421053,1
16,"delta.deaths.LB",47894736.8421053,1
17,"delta.deaths.LB",47894736.8421053,0
18,"delta.deaths.LB",47894736.8421053,1
19,"delta.deaths.LB",47894736.8421053,1
20,"delta.deaths.LB",47894736.8421053,0
1,"che.10.LB",47894736.8421053,0
2,"che.10.LB",47894736.8421053,0
3,"che.10.LB",47894736.8421053,0
4,"che.10.LB",47894736.8421053,1
5,"che.10.LB",47894736.8421053,1
6,"che.10.LB",47894736.8421053,1
7,"che.10.LB",47894736.8421053,0
8,"che.10.LB",47894736.8421053,0
9,"che.10.LB",47894736.8421053,0
10,"che.10.LB",47894736.8421053,1
11,"che.10.LB",47894736.8421053,1
12,"che.10.LB",47894736.8421053,1
13,"che.10.LB",47894736.8421053,0
14,"che.10.LB",47894736.8421053,0
15,"che.10.LB",47894736.8421053,0
16,"che.10.LB",47894736.8421053,1
17,"che.10.LB",47894736.8421053,1
18,"che.10.LB",47894736.8421053,1
19,"che.10.LB",47894736.8421053,1
20,"che.10.LB",47894736.8421053,1
1,"delta.deaths.UB",47894736.8421053,0
2,"delta.deaths.UB",47894736.8421053,1
3,"delta.deaths.UB",47894736.8421053,1
4,"delta.deaths.UB",47894736.8421053,1
5,"delta.deaths.UB",47894736.8421053,1
6,"delta.deaths.UB",47894736.8421053,1
7,"delta.deaths.UB",47894736.8421053,1
8,"delta.deaths.UB",47894736.8421053,1
9,"delta.deaths.UB",47894736.8421053,1
10,"delta.deaths.UB",47894736.8421053,1
11,"delta.deaths.UB",47894736.8421053,1
12,"delta.deaths.UB",47894736.8421053,1
13,"delta.deaths.UB",47894736.8421053,1
14,"delta.deaths.UB",47894736.8421053,1
15,"delta.deaths.UB",47894736.8421053,1
16,"delta.deaths.UB",47894736.8421053,1
17,"delta.deaths.UB",47894736.8421053,0
18,"delta.deaths.UB",47894736.8421053,1
19,"delta.deaths.UB",47894736.8421053,1
20,"delta.deaths.UB",47894736.8421053,0
1,"che.10.UB",47894736.8421053,0
2,"che.10.UB",47894736.8421053,0
3,"che.10.UB",47894736.8421053,0
4,"che.10.UB",47894736.8421053,1
5,"che.10.UB",47894736.8421053,1
6,"che.10.UB",47894736.8421053,1
7,"che.10.UB",47894736.8421053,0
8,"che.10.UB",47894736.8421053,0
9,"che.10.UB",47894736.8421053,0
10,"che.10.UB",47894736.8421053,1
11,"che.10.UB",47894736.8421053,1
12,"che.10.UB",47894736.8421053,1
13,"che.10.UB",47894736.8421053,0
14,"che.10.UB",47894736.8421053,0
15,"che.10.UB",47894736.8421053,0
16,"che.10.UB",47894736.8421053,1
17,"che.10.UB",47894736.8421053,1
18,"che.10.UB",47894736.8421053,1
19,"che.10.UB",47894736.8421053,1
20,"che.10.UB",47894736.8421053,1
1,"delta.deaths.npv",47894736.8421053,0
2,"delta.deaths.npv",47894736.8421053,1
3,"delta.deaths.npv",47894736.8421053,1
4,"delta.deaths.npv",47894736.8421053,1
5,"delta.deaths.npv",47894736.8421053,1
6,"delta.deaths.npv",47894736.8421053,1
7,"delta.deaths.npv",47894736.8421053,1
8,"delta.deaths.npv",47894736.8421053,1
9,"delta.deaths.npv",47894736.8421053,1
10,"delta.deaths.npv",47894736.8421053,1
11,"delta.deaths.npv",47894736.8421053,1
12,"delta.deaths.npv",47894736.8421053,1
13,"delta.deaths.npv",47894736.8421053,1
14,"delta.deaths.npv",47894736.8421053,1
15,"delta.deaths.npv",47894736.8421053,1
16,"delta.deaths.npv",47894736.8421053,1
17,"delta.deaths.npv",47894736.8421053,0
18,"delta.deaths.npv",47894736.8421053,1
19,"delta.deaths.npv",47894736.8421053,1
20,"delta.deaths.npv",47894736.8421053,0
1,"E",47894736.8421053,1
2,"E",47894736.8421053,0
3,"E",47894736.8421053,1
4,"E",47894736.8421053,1
5,"E",47894736.8421053,1
6,"E",47894736.8421053,1
7,"E",47894736.8421053,1
8,"E",47894736.8421053,1
9,"E",47894736.8421053,0
10,"E",47894736.8421053,0
11,"E",47894736.8421053,0
12,"E",47894736.8421053,1
13,"E",47894736.8421053,1
14,"E",47894736.8421053,1
15,"E",47894736.8421053,0
16,"E",47894736.8421053,0
17,"E",47894736.8421053,0
18,"E",47894736.8421053,1
19,"E",47894736.8421053,1
20,"E",47894736.8421053,0
1,"E.LB",47894736.8421053,0
2,"E.LB",47894736.8421053,0
3,"E.LB",47894736.8421053,1
4,"E.LB",47894736.8421053,0
5,"E.LB",47894736.8421053,0
6,"E.LB",47894736.8421053,0
7,"E.LB",47894736.8421053,0
8,"E.LB",47894736.8421053,0
9,"E.LB",47894736.8421053,0
10,"E.LB",47894736.8421053,0
11,"E.LB",47894736.8421053,0
12,"E.LB",47894736.8421053,0
13,"E.LB",47894736.8421053,1
14,"E.LB",47894736.8421053,0
15,"E.LB",47894736.8421053,0
16,"E.LB",47894736.8421053,0
17,"E.LB",47894736.8421053,0
18,"E.LB",47894736.8421053,0
19,"E.LB",47894736.8421053,0
20,"E.LB",47894736.8421053,0
1,"E.UB",47894736.8421053,0
2,"E.UB",47894736.8421053,1
3,"E.UB",47894736.8421053,1
4,"E.UB",47894736.8421053,1
5,"E.UB",47894736.8421053,1
6,"E.UB",47894736.8421053,1
7,"E.UB",47894736.8421053,1
8,"E.UB",47894736.8421053,1
9,"E.UB",47894736.8421053,1
10,"E.UB",47894736.8421053,1
11,"E.UB",47894736.8421053,1
12,"E.UB",47894736.8421053,1
13,"E.UB",47894736.8421053,1
14,"E.UB",47894736.8421053,1
15,"E.UB",47894736.8421053,1
16,"E.UB",47894736.8421053,1
